uuid,question,answer,category,link,text
5B96D674-BC2C-F470-70DA-C1A17FA68544,Что происходит после заполнения заявки и какие маркеры могут быть установлены на странице проекта?,"Заявка поступает в Проектный офис, и если она заполнена корректно, устанавливается маркер 'Контроль Проектного офиса'. Затем заявка рассматривается Академической комиссией, и на странице проекта может появиться маркер 'Экспертный контроль'.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что происходит после заполнения заявки и какие маркеры могут быть установлены на странице проекта? Заявка поступает в Проектный офис, и если она заполнена корректно, устанавливается маркер 'Контроль Проектного офиса'. Затем заявка рассматривается Академической комиссией, и на странице проекта может появиться маркер 'Экспертный контроль'."
2B387253-E3AE-2F53-8D58-8DBB2D6AD371,Что происходит после утверждения проекта комиссией и какой статус он получает?,Утвержденный проект поступает в профильный департамент на утверждение кандидатуры и нагрузки руководителя проекта. После утверждения департаментом проект получает статус 'Готов к работе'.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Что происходит после утверждения проекта комиссией и какой статус он получает? Утвержденный проект поступает в профильный департамент на утверждение кандидатуры и нагрузки руководителя проекта. После утверждения департаментом проект получает статус 'Готов к работе'.
FCF5DDB8-8487-CD90-3B20-362C3D516BD6,Что делает руководитель после получения статуса 'Готов к работе'?,"После получения статуса 'Готов к работе' руководитель проекта может запустить проект, ему будет присвоен номер, созданы репозиторий GitLab и доска в Wekan или Taiga, и руководитель должен заполнить паспорт проекта и добавить вакансии.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что делает руководитель после получения статуса 'Готов к работе'? После получения статуса 'Готов к работе' руководитель проекта может запустить проект, ему будет присвоен номер, созданы репозиторий GitLab и доска в Wekan или Taiga, и руководитель должен заполнить паспорт проекта и добавить вакансии."
76910664-2627-C037-DA2D-187755C64939,Как происходит набор команды для проекта?,"Вакансии доступны всем студентам, и они могут откликаться на них. Руководитель видит список заинтересованных студентов и решает, кого взять в проект. После согласия студентов руководитель утверждает их на соответствующих ролях, и они могут начать работу в проекте.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Как происходит набор команды для проекта? Вакансии доступны всем студентам, и они могут откликаться на них. Руководитель видит список заинтересованных студентов и решает, кого взять в проект. После согласия студентов руководитель утверждает их на соответствующих ролях, и они могут начать работу в проекте."
5DF4B322-CC09-CA53-4ABC-4FB55534F7C5,Как запустить свой проект в МИЭМе?,"Для запуска своего проекта в МИЭМе нужно следовать порядку: подать заявку, которую можно предложить любое время по ссылке https://cabinet.miem.hse.ru/#/project-proposal, описав желаемые результаты проекта, после чего заявка будет рассмотрена Проектным офисом и Академической комиссией, и, при положительном решении, проект получит статус 'Готов к работе', после чего его можно запустить.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Как запустить свой проект в МИЭМе? Для запуска своего проекта в МИЭМе нужно следовать порядку: подать заявку, которую можно предложить любое время по ссылке https://cabinet.miem.hse.ru/#/project-proposal, описав желаемые результаты проекта, после чего заявка будет рассмотрена Проектным офисом и Академической комиссией, и, при положительном решении, проект получит статус 'Готов к работе', после чего его можно запустить."
B6459F98-4D83-9DC8-234A-06D2F7020CFD,"Куда подать заявку, чтобы создать свой проект в МИЭМе?","Заявку на создание своего проекта в МИЭМе можно подать по этой ссылке https://cabinet.miem.hse.ru/#/project-proposal, указав контактные данные и описав желаемые результаты проекта. Студентам и сотрудникам МИЭМ необходимо предварительно залогиниться, используя почту @miem.hse.ru.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Куда подать заявку, чтобы создать свой проект в МИЭМе? Заявку на создание своего проекта в МИЭМе можно подать по этой ссылке https://cabinet.miem.hse.ru/#/project-proposal, указав контактные данные и описав желаемые результаты проекта. Студентам и сотрудникам МИЭМ необходимо предварительно залогиниться, используя почту @miem.hse.ru."
8679D2E6-FDDD-8DAB-0866-1056085B47DA,Как собрать команду в проекте в МИЭМе?,"Для сбора команды в проекте в МИЭМе руководитель должен создать вакансии, доступные всем студентам, на которые они могут откликаться. Руководитель видит список заинтересованных студентов и, после общения с претендентами, решает, кого взять в проект. После согласия студентов руководитель утверждает их на соответствующих ролях, и они могут начать работу в проекте.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Как собрать команду в проекте в МИЭМе? Для сбора команды в проекте в МИЭМе руководитель должен создать вакансии, доступные всем студентам, на которые они могут откликаться. Руководитель видит список заинтересованных студентов и, после общения с претендентами, решает, кого взять в проект. После согласия студентов руководитель утверждает их на соответствующих ролях, и они могут начать работу в проекте."
56794E9C-BC8D-B7C9-3A2A-04524251EB2A,"опиши подробно порядок запуска проекта,","1. Подача заявки:
   - Любой желающий может предложить свой проект, указав контактные данные и описав желаемые результаты проекта.
   - Студенты и сотрудники МИЭМ должны залогиниться по почте @miem.hse.ru.
2. Рассмотрение Проектным офисом:
   - Заявка поступает в Проектный офис МИЭМ.
   - При корректно заполненной заявке устанавливается маркер ""Контроль Проектного офиса"".
3. Рассмотрение Академической комиссией:
    - Заявка передается на рассмотрение Академической комиссии.
    - Заседания проводятся еженедельно.
    - Проект может быть рекомендован к запуску, предложены изменения или запрошены дополнительные детали.
    - На странице проекта отмечается маркер ""Экспертный контроль"".
4. Утверждение руководителя в департаменте:
    - Утвержденный комиссией проект направляется в профильный департамент.
    - Департамент принимает решение об утверждении кандидатуры и нагрузки руководителя проекта в течение четырех рабочих дней.
5. Проект появляется в Личном кабинете:
    - Проект, получивший утверждение, получает статус ""Готов к работе"".
    - У назначенного руководителя появляется кнопка ""Старт проекта"".
    - Проекту присваивается номер, создаются репозиторий GitLab и доска в Wekan или Taiga.
    - Руководитель должен заполнить паспорт проекта и добавить вакансии.
6. Набор команды:
    - Вакансии проекта становятся доступными для всех студентов, на которые они могут откликаться.
    - Руководитель видит список заинтересованных студентов и общается с ними.
    - Руководитель решает, кого из кандидатов взять в проект.
    - Согласные студенты утверждаются на соответствующих ролях, после чего они могут начать работу в проекте. ",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"опиши подробно порядок запуска проекта, 1. Подача заявки:
   - Любой желающий может предложить свой проект, указав контактные данные и описав желаемые результаты проекта.
   - Студенты и сотрудники МИЭМ должны залогиниться по почте @miem.hse.ru.
2. Рассмотрение Проектным офисом:
   - Заявка поступает в Проектный офис МИЭМ.
   - При корректно заполненной заявке устанавливается маркер ""Контроль Проектного офиса"".
3. Рассмотрение Академической комиссией:
    - Заявка передается на рассмотрение Академической комиссии.
    - Заседания проводятся еженедельно.
    - Проект может быть рекомендован к запуску, предложены изменения или запрошены дополнительные детали.
    - На странице проекта отмечается маркер ""Экспертный контроль"".
4. Утверждение руководителя в департаменте:
    - Утвержденный комиссией проект направляется в профильный департамент.
    - Департамент принимает решение об утверждении кандидатуры и нагрузки руководителя проекта в течение четырех рабочих дней.
5. Проект появляется в Личном кабинете:
    - Проект, получивший утверждение, получает статус ""Готов к работе"".
    - У назначенного руководителя появляется кнопка ""Старт проекта"".
    - Проекту присваивается номер, создаются репозиторий GitLab и доска в Wekan или Taiga.
    - Руководитель должен заполнить паспорт проекта и добавить вакансии.
6. Набор команды:
    - Вакансии проекта становятся доступными для всех студентов, на которые они могут откликаться.
    - Руководитель видит список заинтересованных студентов и общается с ними.
    - Руководитель решает, кого из кандидатов взять в проект.
    - Согласные студенты утверждаются на соответствующих ролях, после чего они могут начать работу в проекте. "
43E95F54-27E8-A177-9E23-1FCE1990594F,В какие месяцы основной проектный период в МИЭМ?,Основной проектный период в МИЭМ ведется с сентября по июнь.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,В какие месяцы основной проектный период в МИЭМ? Основной проектный период в МИЭМ ведется с сентября по июнь.
23234016-777A-3F51-3767-A43CABBF5784,Какие циклы проводятся в июле и августе в МИЭМ?,"Циклы июля и августа в МИЭМ проводятся для продолжающихся проектов и для проектов, не сумевших защититься в срок.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Какие циклы проводятся в июле и августе в МИЭМ? Циклы июля и августа в МИЭМ проводятся для продолжающихся проектов и для проектов, не сумевших защититься в срок."
AEE97806-7616-7A94-57A1-695137F822DA,Где можно посмотреть календарь проектных циклов в МИЭМ?,Календарь проектных циклов в МИЭМ можно посмотреть по адресу calendar.miem.hse.ru.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Где можно посмотреть календарь проектных циклов в МИЭМ? Календарь проектных циклов в МИЭМ можно посмотреть по адресу calendar.miem.hse.ru.
099AA436-E273-3A23-C483-9BFD88ACC3B2,Из чего состоит проектный цикл в МИЭМ?,Проектный цикл в МИЭМ состоит из двух фаз: планирования и работы.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Из чего состоит проектный цикл в МИЭМ? Проектный цикл в МИЭМ состоит из двух фаз: планирования и работы.
2EB44554-E62A-668E-3AEF-9C399318C7C1,Что должен сделать руководитель в первую неделю проектного цикла в МИЭМ?,"В первую неделю проектного цикла в МИЭМ руководитель должен сформировать четкий план, зафиксировать соображения в Wekan или Taiga, и сформулировать список атомарных задач.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что должен сделать руководитель в первую неделю проектного цикла в МИЭМ? В первую неделю проектного цикла в МИЭМ руководитель должен сформировать четкий план, зафиксировать соображения в Wekan или Taiga, и сформулировать список атомарных задач."
D3C59953-A501-5A2A-9370-3742380EB92C,Как происходит работа в проекте со второй по четвертую неделю проектного цикла в МИЭМ?,"Со второй по четвертую неделю проектного цикла в МИЭМ ведется работа над задачами, каждой из которых присвоено количество часов. После выполнения задачи руководитель подтверждает ее выполнение, и исполнителю засчитываются часы в Цифровой след.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Как происходит работа в проекте со второй по четвертую неделю проектного цикла в МИЭМ? Со второй по четвертую неделю проектного цикла в МИЭМ ведется работа над задачами, каждой из которых присвоено количество часов. После выполнения задачи руководитель подтверждает ее выполнение, и исполнителю засчитываются часы в Цифровой след."
BAF10498-8CD4-9C12-BEF4-854A2537AB5A,Что должно быть сделано помимо решения задач в проекте в МИЭМ?,"Помимо решения задач в проекте в МИЭМ необходимо параллельно документировать все текущие разработки. Результат должен быть описан и протестирован, чтобы его можно было передать другой команде.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что должно быть сделано помимо решения задач в проекте в МИЭМ? Помимо решения задач в проекте в МИЭМ необходимо параллельно документировать все текущие разработки. Результат должен быть описан и протестирован, чтобы его можно было передать другой команде."
A986EEDB-4187-AB90-A5AB-7D25E869F28E,"Какие действия принимаются в конце проектного цикла в МИЭМ, если что-то пошло не так?","В конце проектного цикла в МИЭМ, если что-то пошло не так, руководитель принимает решение о засчитывании цикла. Если цикл не засчитан, аннулируются часы участников, и следует разбираться в причинах, корректируя путь.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Какие действия принимаются в конце проектного цикла в МИЭМ, если что-то пошло не так? В конце проектного цикла в МИЭМ, если что-то пошло не так, руководитель принимает решение о засчитывании цикла. Если цикл не засчитан, аннулируются часы участников, и следует разбираться в причинах, корректируя путь."
4BB77D20-E255-B5E5-B1D8-34AF8C3A1BEF,Что происходит в конце проектного цикла в МИЭМ в отношении отзывов?,"В конце проектного цикла в МИЭМ руководитель оставляет отзыв на каждого студента, и каждый студент оставляет отзыв на руководителя в карточках Wekan или Taiga, которые создаются для каждого участника проекта.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что происходит в конце проектного цикла в МИЭМ в отношении отзывов? В конце проектного цикла в МИЭМ руководитель оставляет отзыв на каждого студента, и каждый студент оставляет отзыв на руководителя в карточках Wekan или Taiga, которые создаются для каждого участника проекта."
B9AB919D-D947-6D71-EDE5-B865F64CBC76,Сколько идет проект в МИЭМе?,"Проект в МИЭМе идет циклами, каждый из которых длится 4 недели.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Сколько идет проект в МИЭМе? Проект в МИЭМе идет циклами, каждый из которых длится 4 недели."
F64EC5C2-FE32-5EE6-77EB-94F4BA421595,"Если проект не защитился в срок, что происходит с ним в МИЭМе?","Если проект не сумел защититься в срок, циклы июля и августа предусмотрены для продолжения работы над проектом или для проектов, не успевших завершиться в основной период.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Если проект не защитился в срок, что происходит с ним в МИЭМе? Если проект не сумел защититься в срок, циклы июля и августа предусмотрены для продолжения работы над проектом или для проектов, не успевших завершиться в основной период."
19CF1825-4886-7812-3BC0-805A70556B03,Расскажи про проектный цикл в МИЭМ.,"Проектный цикл в МИЭМе включает две фазы:
- Планирование (первая неделя): Руководитель формирует четкий план работы на цикл, зафиксированный в Wekan или Taiga. Также формулируется список атомарных задач.
- Работа (вторая по четвертую неделю): Работа в проекте ведется над задачами, каждой из которых присвоено количество часов. После выполнения задачи руководитель подтверждает результат, и исполнителю засчитываются часы в Цифровой след. В конце цикла руководитель оценивает достижение поставленных результатов. Если что-то пошло не так, цикл может быть не засчитан, и часы участников аннулируются. Руководитель и студенты оставляют отзывы друг о друге в карточках проекта в Wekan или Taiga.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Расскажи про проектный цикл в МИЭМ. Проектный цикл в МИЭМе включает две фазы:
- Планирование (первая неделя): Руководитель формирует четкий план работы на цикл, зафиксированный в Wekan или Taiga. Также формулируется список атомарных задач.
- Работа (вторая по четвертую неделю): Работа в проекте ведется над задачами, каждой из которых присвоено количество часов. После выполнения задачи руководитель подтверждает результат, и исполнителю засчитываются часы в Цифровой след. В конце цикла руководитель оценивает достижение поставленных результатов. Если что-то пошло не так, цикл может быть не засчитан, и часы участников аннулируются. Руководитель и студенты оставляют отзывы друг о друге в карточках проекта в Wekan или Taiga."
7E812AD3-664D-E722-9D30-613C2052EE41,Когда проходит онлайн-презентация концепции проекта в МИЭМ?,Онлайн-презентация концепции проекта в МИЭМ проходит в последнюю неделю октября.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Когда проходит онлайн-презентация концепции проекта в МИЭМ? Онлайн-презентация концепции проекта в МИЭМ проходит в последнюю неделю октября.
A4252CF5-D3A4-6C10-2D7A-A39DC061E6FC,Что представляет собой онлайн-презентация концепции проекта в МИЭМ?,"Онлайн-презентация концепции проекта в МИЭМ включает в себя первичное представление проекта перед комиссией. Команда должна рассказать о поставленной проблеме, методах решения, плане выполнения проекта, представить команду и роли. Также необходимо продемонстрировать первые результаты (прототип) и создать проморолик проекта продолжительностью не более 2 минут.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что представляет собой онлайн-презентация концепции проекта в МИЭМ? Онлайн-презентация концепции проекта в МИЭМ включает в себя первичное представление проекта перед комиссией. Команда должна рассказать о поставленной проблеме, методах решения, плане выполнения проекта, представить команду и роли. Также необходимо продемонстрировать первые результаты (прототип) и создать проморолик проекта продолжительностью не более 2 минут."
5192FD8B-C75E-28AA-D00C-FE6D8A9D9D3A,Когда проводится постерная сессия в МИЭМ?,Постерная сессия в МИЭМ проводится 20-го числа января.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Когда проводится постерная сессия в МИЭМ? Постерная сессия в МИЭМ проводится 20-го числа января.
1E6F2DFF-A19B-83F6-F2B8-3FBAB086A0DF,Что включает в себя постерная сессия в МИЭМ?,"Постерная сессия в МИЭМ включает в себя подготовку постера формата A1, демонстрацию сути проекта, его пользователей и достигнутых результатов. День постерной сессии начинается с питч-сессии, где представителям каждого проекта предоставляется 1 минута на презентацию. Затем участники общаются с командами, задают вопросы, ставят лайки наиболее понравившимся проектам, и в конце подсчитывается количество лайков для составления рейтинга.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что включает в себя постерная сессия в МИЭМ? Постерная сессия в МИЭМ включает в себя подготовку постера формата A1, демонстрацию сути проекта, его пользователей и достигнутых результатов. День постерной сессии начинается с питч-сессии, где представителям каждого проекта предоставляется 1 минута на презентацию. Затем участники общаются с командами, задают вопросы, ставят лайки наиболее понравившимся проектам, и в конце подсчитывается количество лайков для составления рейтинга."
676EA796-ADF8-514D-BD74-BED0A61A455A,Когда происходит защита проекта в МИЭМ?,Защита проекта в МИЭМ происходит в конце апреля.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Когда происходит защита проекта в МИЭМ? Защита проекта в МИЭМ происходит в конце апреля.
50A8B578-01D9-3F1C-ADBF-B7081662A0C8,Что включает в себя защита проекта в МИЭМ?,"Защита проекта в МИЭМ включает подробный доклад перед комиссией, где презентуется продукт, полученный в результате проекта. Это включает в себя рассказ о назначении продукта, контексте применения, преимуществах, особенностях примененного подхода, численных характеристиках результатов. Каждый участник проекта также рассказывает о своем вкладе в проект.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что включает в себя защита проекта в МИЭМ? Защита проекта в МИЭМ включает подробный доклад перед комиссией, где презентуется продукт, полученный в результате проекта. Это включает в себя рассказ о назначении продукта, контексте применения, преимуществах, особенностях примененного подхода, численных характеристиках результатов. Каждый участник проекта также рассказывает о своем вкладе в проект."
21BA1C37-2456-4E49-4681-21A291F9A8C5,Когда проводится техношоу в МИЭМ?,Техношоу в МИЭМ проводится в конце мая.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Когда проводится техношоу в МИЭМ? Техношоу в МИЭМ проводится в конце мая.
277EE51D-D17A-D5D4-FF04-A593814144D0,Что представляет собой техношоу в МИЭМ?,"Техношоу в МИЭМ представляет собой мероприятие, на котором презентуются наиболее успешные и интересные проекты, отобранные комиссией. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что представляет собой техношоу в МИЭМ? Техношоу в МИЭМ представляет собой мероприятие, на котором презентуются наиболее успешные и интересные проекты, отобранные комиссией. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение."
BE991C9D-46E7-FCA7-83C9-36757DF8C3D5,Что такое постерная сессия в МИЭМ?,"Постерная сессия в МИЭМ - это мероприятие, на котором каждая команда проекта готовит постер формата A1, демонстрируя наиболее наглядно суть проекта, его пользователей и достигнутые результаты. Постеры развешиваются на стендах, и проводится питч-сессия, где командам предоставляется 1 минута на презентацию своего проекта.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что такое постерная сессия в МИЭМ? Постерная сессия в МИЭМ - это мероприятие, на котором каждая команда проекта готовит постер формата A1, демонстрируя наиболее наглядно суть проекта, его пользователей и достигнутые результаты. Постеры развешиваются на стендах, и проводится питч-сессия, где командам предоставляется 1 минута на презентацию своего проекта."
2D7B4311-A4FD-D5E0-BDC4-28B2CF6B0518,Что нужно подготовить к постерной сессии в МИЭМ?,"Для постерной сессии в МИЭМ командам необходимо подготовить постер формата A1, на котором отображается суть проекта, пользователи и достигнутые результаты. Также представителю каждой команды предоставляется 1 минута на питч-сессии для презентации проекта перед аудиторией.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что нужно подготовить к постерной сессии в МИЭМ? Для постерной сессии в МИЭМ командам необходимо подготовить постер формата A1, на котором отображается суть проекта, пользователи и достигнутые результаты. Также представителю каждой команды предоставляется 1 минута на питч-сессии для презентации проекта перед аудиторией."
35E603AB-3468-5263-EC9B-6906803A6A6D,Что такое техношоу в МИЭМ?,"Техношоу в МИЭМ - это мероприятие, на котором презентуются ограниченное число проектов, которые комиссия считает наиболее успешными и интересными. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Что такое техношоу в МИЭМ? Техношоу в МИЭМ - это мероприятие, на котором презентуются ограниченное число проектов, которые комиссия считает наиболее успешными и интересными. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение."
C87921E7-13CB-60CA-92E6-B1AF6F3AFB2C,Для кого проводится постерная сессия в МИЭМ?,Постерная сессия в МИЭМ проводится для участников проектов. Каждая команда готовит постер и презентирует свой проект перед аудиторией.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Для кого проводится постерная сессия в МИЭМ? Постерная сессия в МИЭМ проводится для участников проектов. Каждая команда готовит постер и презентирует свой проект перед аудиторией.
CEDE14DD-7FB1-5410-C449-7CFFB980CCBB,Для кого проводится техношоу в МИЭМ?,"Техношоу в МИЭМ проводится для ограниченного числа проектов, которые комиссия считает наиболее успешными и интересными. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Для кого проводится техношоу в МИЭМ? Техношоу в МИЭМ проводится для ограниченного числа проектов, которые комиссия считает наиболее успешными и интересными. Это мероприятие направлено на внешнюю аудиторию, включая представителей других факультетов, ректора Вышки, представителей компаний и телевидение."
04E2C0A3-ED96-D424-9D01-881E2250A1F9,Перед кем идет защита проекта в МИЭМ?,"Защита проекта в МИЭМ проходит перед комиссией, где команда представляет подробный доклад о продукте, полученном в результате выполнения проекта. В защите участвуют представители комиссии и другие заинтересованные лица.",проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,"Перед кем идет защита проекта в МИЭМ? Защита проекта в МИЭМ проходит перед комиссией, где команда представляет подробный доклад о продукте, полученном в результате выполнения проекта. В защите участвуют представители комиссии и другие заинтересованные лица."
8F006159-8FC7-0B76-D535-02A79CCE1E3F,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Прикладная математика' во 2 и 3 курсах?,Нагрузка студентов в проектах на бакалавриате по направлению 'Прикладная математика' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Прикладная математика' во 2 и 3 курсах? Нагрузка студентов в проектах на бакалавриате по направлению 'Прикладная математика' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.
8FCB0037-543C-703F-76D2-0AF4FF30045F,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Информатика и вычислительная техника' во 2 и 3 курсах?,Нагрузка студентов в проектах на бакалавриате по направлению 'Информатика и вычислительная техника' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Информатика и вычислительная техника' во 2 и 3 курсах? Нагрузка студентов в проектах на бакалавриате по направлению 'Информатика и вычислительная техника' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.
1B698BE7-3697-A4EC-3A94-1903402BF180,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Инфокоммуникационные технологии и системы связи' во 2 и 3 курсах?,Нагрузка студентов в проектах на бакалавриате по направлению 'Инфокоммуникационные технологии и системы связи' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.,проекты,https://wiki.miem.hse.ru/docs/projects_quickstart,Какова нагрузка студентов в проектах на бакалавриате по направлению 'Инфокоммуникационные технологии и системы связи' во 2 и 3 курсах? Нагрузка студентов в проектах на бакалавриате по направлению 'Инфокоммуникационные технологии и системы связи' составляет 3 з.е. на 2 курсе и 5 з.е. на 3 курсе.
